task,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
Discipline,0.5770244821092279,0.5883813247348681,0.5498469452647902,0.5642194090910306,0.5802818044677915,0.5770244821092279,0.5732541994020626
